nu			f_nu
8.63355091504e+14 2.98334520813e-15
8.63553794735e+14 2.98156946481e-15
8.63752838312e+14 2.97878573241e-15
8.6395172469e+14 2.97983001371e-15
8.64150702681e+14 2.97765308421e-15
8.6434952314e+14 2.97869674888e-15
8.64548684428e+14 2.98134495861e-15
8.64747688083e+14 2.98057571369e-15
8.64947032923e+14 2.97578778911e-15
8.65145970362e+14 2.97642683845e-15
8.65345249112e+14 2.98067435976e-15
8.65544619688e+14 2.97468852074e-15
8.65743832142e+14 2.97111456169e-15
8.65943136318e+14 2.96834444463e-15
8.6614253228e+14 2.96878044617e-15
8.6634202009e+14 2.97381946768e-15
8.66541599812e+14 2.97405056067e-15
8.66741271511e+14 2.96948036434e-15
8.66940784546e+14 2.97031280854e-15
8.67140389454e+14 2.97014443602e-15
8.67340086296e+14 2.96558122877e-15
8.67539875138e+14 2.95902490628e-15
8.67739756043e+14 2.96165276854e-15
8.67939477793e+14 2.96407953004e-15
8.68139291502e+14 2.95753183708e-15
8.68339197232e+14 2.95896003029e-15
8.68539195048e+14 2.96217857173e-15
8.68739285014e+14 2.964198688e-15
8.68939215332e+14 2.96562073498e-15
8.69139489671e+14 3.04660008513e-15
8.69339604258e+14 3.04778219479e-15
8.69539811017e+14 3.0511481682e-15
8.69740110011e+14 3.05093475768e-15
8.69940248865e+14 3.05449454981e-15
8.70140732405e+14 3.05090427623e-15
8.70340803027e+14 3.04474126947e-15
8.70541471252e+14 3.05027695325e-15
8.70741979126e+14 3.05065587132e-15
8.70942326363e+14 3.04925251737e-15
8.71143018956e+14 3.0565592454e-15
8.71343550806e+14 3.05515252827e-15
8.71544174999e+14 3.05829569841e-15
8.71744891601e+14 3.06084185463e-15
8.71945700673e+14 3.05587494387e-15
8.72146348559e+14 3.05111094428e-15
8.72347342649e+14 3.04891534538e-15
8.72548175447e+14 3.05718223611e-15
8.72749100737e+14 3.05833913906e-15
8.72950118585e+14 3.06402892484e-15
8.73151229054e+14 3.06912125721e-15
8.73352177784e+14 3.07874045938e-15
8.73553219028e+14 3.09405988324e-15
8.7375460751e+14 3.10503264604e-15
8.73955834093e+14 3.12386479901e-15
8.7415689849e+14 3.1531016523e-15
8.74358310434e+14 3.18014686108e-15
8.74559560084e+14 3.20422133304e-15
8.74761157643e+14 3.22885981316e-15
8.74962592803e+14 3.23797156118e-15
8.75163865274e+14 3.23452063587e-15
8.75365485964e+14 3.2218540293e-15
8.75567199575e+14 3.21135399322e-15
8.75768750336e+14 3.19753412178e-15
8.7597039391e+14 3.18372595338e-15
8.76172130362e+14 3.17266960589e-15
8.76373959755e+14 3.15849230413e-15
8.76575625848e+14 3.14530660737e-15
8.76777641198e+14 3.13643017133e-15
8.76979493141e+14 3.12814883328e-15
8.77181438046e+14 3.11753084949e-15
8.77383475978e+14 3.10809274743e-15
8.77585607e+14 3.10510041736e-15
8.77787574162e+14 3.09782160028e-15
8.77989634307e+14 3.09249763172e-15
8.78192044751e+14 3.08698094797e-15
8.78394291172e+14 3.08088596903e-15
8.78596373281e+14 3.07830102347e-15
8.78798806e+14 3.07182458073e-15
8.79001074297e+14 3.0669106452e-15
8.79203435725e+14 3.06200025727e-15
8.79406148312e+14 3.06233734671e-15
8.79608438233e+14 3.05743343162e-15
8.79811079442e+14 3.05194894287e-15
8.8001381404e+14 3.05034889168e-15
8.80216383652e+14 3.04894506212e-15
8.80419046545e+14 3.04657235914e-15
8.80621802782e+14 3.04090712082e-15
8.80824652428e+14 3.04086229555e-15
8.81027336633e+14 3.03810832694e-15
8.81230373171e+14 3.03109752683e-15
8.81433244159e+14 3.02892883648e-15
8.81636208575e+14 3.02579465725e-15
8.81839266484e+14 3.01841166155e-15
8.82042417952e+14 3.01335202165e-15
8.82245403409e+14 3.00559532721e-15
8.82448482315e+14 3.003440329e-15
8.82651914605e+14 3.00591322819e-15
8.8285518072e+14 3.00240876006e-15
8.83058540478e+14 3.0000626572e-15
8.83261733711e+14 2.99887508842e-15
8.83465280827e+14 2.99345078592e-15
8.83668661309e+14 2.99803793548e-15
8.83872135451e+14 2.9972347348e-15
8.84075703319e+14 2.9970080379e-15
8.84279104148e+14 2.99562946002e-15
8.84482859542e+14 2.9961700543e-15
8.84686447785e+14 2.99479122723e-15
8.84890390964e+14 2.99283529443e-15
8.85094166882e+14 2.99260814931e-15
8.85298036674e+14 2.99372222208e-15
8.85501738853e+14 2.98468020142e-15
8.85705796467e+14 2.98483733723e-15
8.85909686357e+14 2.99035557437e-15
8.8611367014e+14 2.98400371723e-15
8.8631774788e+14 2.98071704322e-15
8.86521919643e+14 2.98488845521e-15
8.86725923218e+14 2.98408845856e-15
8.869302831e+14 2.9850055182e-15
8.87134474682e+14 2.98725895949e-15
8.87338760305e+14 2.98607447539e-15
8.87543140034e+14 2.98450865221e-15
8.87747351053e+14 2.98294508805e-15
8.87951919067e+14 2.98214250675e-15
8.88156318259e+14 2.98362720221e-15
8.88360811576e+14 2.97711324388e-15
8.88565399081e+14 2.97326855464e-15
8.88770080839e+14 2.97665458128e-15
8.88974856917e+14 2.97224137199e-15
8.89179463649e+14 2.97068362157e-15
8.89384164588e+14 2.9685565074e-15
8.89589223771e+14 2.96699823783e-15
8.89793849346e+14 2.97265547763e-15
8.89998833294e+14 2.97071724861e-15
8.90203647373e+14 2.9687816224e-15
8.90408820199e+14 2.97139341309e-15
8.90613823043e+14 2.9660476842e-15
8.90818920305e+14 2.96222065136e-15
8.91024112052e+14 2.96539854518e-15
8.91229133402e+14 2.96384519607e-15
8.91434514192e+14 2.95642914425e-15
8.91639724471e+14 2.95979324381e-15
8.91845029252e+14 2.96088645448e-15
8.920504286e+14 2.95933427446e-15
8.9225592258e+14 2.96099099885e-15
8.92461245577e+14 2.96038329629e-15
8.92666928895e+14 2.96392169599e-15
8.92872441117e+14 2.96651530949e-15
8.93078047989e+14 2.96533793125e-15
8.93283749574e+14 2.96547876824e-15
8.93489545939e+14 2.96712420875e-15
8.93695170735e+14 2.96726397525e-15
8.93900890196e+14 2.96890696197e-15
8.94106971048e+14 2.96377953044e-15
8.9431288016e+14 2.96166345687e-15
8.94518617227e+14 2.96668567423e-15
8.94724716004e+14 2.97676819504e-15
8.94930642623e+14 2.98384060057e-15
8.95136664054e+14 2.99728114817e-15
8.95343047761e+14 3.01070657396e-15
8.95549259137e+14 3.01943684975e-15
8.95755297878e+14 3.03078155677e-15
8.95961699214e+14 3.03144422094e-15
8.961679278e+14 3.03341672599e-15
8.9637451936e+14 3.02846563536e-15
8.96580938054e+14 3.01809944697e-15
8.96787183578e+14 3.01409579367e-15
8.96993792395e+14 3.0076654198e-15
8.97200227927e+14 3.00310836808e-15
8.97407027131e+14 3.00004532025e-15
8.97613652933e+14 2.99344273611e-15
8.97820373908e+14 2.98516769427e-15
8.9802719012e+14 2.98714650367e-15
8.98233832508e+14 2.97906809085e-15
8.98440839269e+14 2.97620632774e-15
8.9864767209e+14 2.98116235418e-15
8.98854600165e+14 2.97737230312e-15
8.99061623558e+14 2.97711658873e-15
8.99268472588e+14 2.97110219821e-15
8.99475686693e+14 2.96899058656e-15
8.99682726317e+14 2.97022304771e-15
8.99890131397e+14 2.96922514559e-15
9.0009736188e+14 2.96600352295e-15
9.00304417459e+14 2.9627857027e-15
9.00511838815e+14 2.9630885516e-15
9.00719355768e+14 2.96450138014e-15
9.00926697642e+14 2.96702443592e-15
9.01134134996e+14 2.95881249479e-15
9.01341667897e+14 2.95338134257e-15
9.0154929641e+14 2.95516377185e-15
9.01756749359e+14 2.95823881905e-15
9.0196456917e+14 2.95835328703e-15
9.021722133e+14 2.95717625773e-15
9.02379953056e+14 2.95360062083e-15
9.02587788505e+14 2.95482262954e-15
9.02795719713e+14 2.95456777777e-15
9.03003474753e+14 2.95744649792e-15
9.03211325434e+14 2.95774311323e-15
9.03419544066e+14 2.96098225124e-15
9.03627313983e+14 2.96477306462e-15
9.03835451983e+14 2.96616663036e-15
9.04043685889e+14 2.9708671031e-15
9.04252015767e+14 2.9713359104e-15
9.04460168811e+14 2.97309083325e-15
9.04668417708e+14 2.97117145681e-15
9.04876762524e+14 2.97585899031e-15
9.05085203326e+14 2.97485530545e-15
9.05293466806e+14 2.97917006707e-15
9.05502099652e+14 2.98036287667e-15
9.05710555056e+14 2.98631772234e-15
9.0591910646e+14 2.98933685146e-15
9.06127753928e+14 2.99033929343e-15
9.06336497529e+14 2.99207150827e-15
9.06545063197e+14 2.99453429662e-15
9.06753724876e+14 2.99681112452e-15
9.06962757018e+14 2.99816979381e-15
9.07171611048e+14 2.99715459292e-15
9.07380561289e+14 3.00489894778e-15
9.07589333044e+14 3.00424630845e-15
9.07798475781e+14 3.01106674563e-15
9.08007439912e+14 3.01478370112e-15
9.08216500267e+14 3.0166747243e-15
9.08425656913e+14 3.02457140646e-15
9.08634909916e+14 3.02645426398e-15
9.08844259343e+14 3.02888013581e-15
9.0905342961e+14 3.03330466812e-15
9.0926269618e+14 3.02791039914e-15
9.09472335024e+14 3.02851283595e-15
9.09681794528e+14 3.03038657322e-15
9.09891074375e+14 3.03008163597e-15
9.10100726824e+14 3.03122539291e-15
9.10310199496e+14 3.03255029097e-15
9.10519768616e+14 3.03496041603e-15
9.1072971092e+14 3.03682205842e-15
9.10939196469e+14 3.03669296064e-15
9.11149055335e+14 3.04018086608e-15
9.11359010917e+14 3.04022746627e-15
9.11568786102e+14 3.04244472104e-15
9.11778657882e+14 3.04285162026e-15
9.11988626321e+14 3.04650890677e-15
9.12198691488e+14 3.04727276223e-15
9.12408575761e+14 3.05254893402e-15
9.12618834455e+14 3.0556525948e-15
9.12828912132e+14 3.05550854028e-15
9.13039086548e+14 3.05986955174e-15
9.1324935777e+14 3.05900113336e-15
9.13459725864e+14 3.05975317358e-15
9.13670190897e+14 3.05726377662e-15
9.13880474352e+14 3.05639670201e-15
9.14091133337e+14 3.05534776948e-15
9.1430161062e+14 3.05645755811e-15
9.14511905884e+14 3.0510995989e-15
9.14722577007e+14 3.04897606069e-15
9.14933345215e+14 3.05439211458e-15
9.15143931219e+14 3.05334538515e-15
9.15354614184e+14 3.0454842814e-15
9.15565673791e+14 3.04282563095e-15
9.15776271267e+14 3.04518866612e-15
9.15987245519e+14 3.03895096319e-15
9.16198317001e+14 3.0375509126e-15
9.16409205651e+14 3.03847890935e-15
9.16620191407e+14 3.0394050866e-15
9.16831274336e+14 3.0419381796e-15
9.17042454505e+14 3.0426813133e-15
9.17253731983e+14 3.04002970488e-15
9.1746482606e+14 3.04702051101e-15
9.17676017321e+14 3.04936501393e-15
9.17887586865e+14 3.04653274539e-15
9.18098691661e+14 3.04602316118e-15
9.18310174875e+14 3.05174726876e-15
9.18521755542e+14 3.04927295057e-15
9.18733152177e+14 3.05036198806e-15
9.18944927821e+14 3.05233681849e-15
9.19156519308e+14 3.05199874362e-15
9.19368208257e+14 3.05254882532e-15
9.19579712666e+14 3.0513224886e-15
9.19791596612e+14 3.04814084485e-15
9.20003295892e+14 3.04727076206e-15
9.20215375105e+14 3.05101197756e-15
9.20427269526e+14 3.04783383026e-15
9.20638978833e+14 3.03827769064e-15
9.20851068405e+14 3.03422043862e-15
9.21063255718e+14 3.03884432199e-15
9.21275257728e+14 3.0346134499e-15
9.21487357355e+14 3.03321665091e-15
9.21699554665e+14 3.03341195864e-15
9.21911849725e+14 3.0300704504e-15
9.22124242604e+14 3.02761456601e-15
9.22336449604e+14 3.02639818738e-15
9.22549038192e+14 3.0269454994e-15
9.22761440775e+14 3.0292577883e-15
9.22973941186e+14 3.03015597012e-15
9.23186539491e+14 3.02964199544e-15
9.2339895134e+14 3.02948182536e-15
9.23611745507e+14 3.02702923954e-15
9.23824353091e+14 3.0300374371e-15
9.24037058579e+14 3.0304023332e-15
9.24249862037e+14 3.03305250396e-15
9.24462763535e+14 3.03569926979e-15
9.24675763139e+14 3.02938048773e-15
9.2488857558e+14 3.03114821045e-15
9.25101486001e+14 3.03326447691e-15
9.25314780069e+14 3.03291915821e-15
9.25527601051e+14 3.03345396079e-15
9.25740805816e+14 3.032758166e-15
9.25954108832e+14 3.03679361983e-15
9.26167224039e+14 3.03960012841e-15
9.26380437369e+14 3.03995193821e-15
9.26593748889e+14 3.03890244536e-15
9.26807158668e+14 3.04327550329e-15
9.27020666773e+14 3.04432159797e-15
9.27234273272e+14 3.04466672068e-15
9.27447691315e+14 3.04763263196e-15
9.27661207624e+14 3.04849965685e-15
9.27874822266e+14 3.0519826949e-15
9.28088535311e+14 3.05615930897e-15
9.28302346825e+14 3.05562343935e-15
9.28515969297e+14 3.05299765013e-15
9.28729977822e+14 3.05263598401e-15
9.28943797177e+14 3.05018616307e-15
9.29157715008e+14 3.04843377594e-15
9.29371731384e+14 3.04702994665e-15
9.29585558131e+14 3.05084463736e-15
9.29799771669e+14 3.05187220651e-15
9.30013795448e+14 3.05533178691e-15
9.30227917779e+14 3.05548811192e-15
9.3044213873e+14 3.05356063851e-15
9.30656458369e+14 3.04955224455e-15
9.30870876764e+14 3.04849432235e-15
9.3108510481e+14 3.0529844511e-15
9.31299720789e+14 3.05590844208e-15
9.3151414629e+14 3.05831119245e-15
9.31728670553e+14 3.06365308408e-15
9.31943003941e+14 3.06466603159e-15
9.32157725801e+14 3.06463765637e-15
9.32372256656e+14 3.0637460423e-15
9.32587176386e+14 3.06440720496e-15
9.3280190498e+14 3.06351456985e-15
9.3301673248e+14 3.06434778661e-15
9.33231658953e+14 3.06121128014e-15
9.33446393827e+14 3.06238963152e-15
9.33661518319e+14 3.06494291508e-15
9.33876451081e+14 3.06508282197e-15
9.34091482822e+14 3.06677145711e-15
9.34306613611e+14 3.0682854384e-15
9.34521843517e+14 3.06945295974e-15
9.34736881162e+14 3.07044837795e-15
9.34952309372e+14 3.07178376264e-15
9.35167545189e+14 3.07878849957e-15
9.35382880128e+14 3.08492716917e-15
9.35598314258e+14 3.09329064627e-15
9.35813847646e+14 3.09255221914e-15
9.3602918811e+14 3.09215840102e-15
9.36244920088e+14 3.09364756648e-15
9.36460459008e+14 3.09547897445e-15
9.36676097193e+14 3.09936276604e-15
9.3689183471e+14 3.096566149e-15
9.37107671629e+14 3.09445550904e-15
9.37323314956e+14 3.09850441047e-15
9.37539057553e+14 3.10101014889e-15
9.37754899486e+14 3.10368345678e-15
9.37971134292e+14 3.10156948138e-15
9.38186881639e+14 3.10065526904e-15
9.38403021997e+14 3.10059209658e-15
9.38619261966e+14 3.10018690319e-15
9.38835307609e+14 3.09893069926e-15
9.39051452732e+14 3.09818583418e-15
9.39267697402e+14 3.09999533036e-15
9.39484041688e+14 3.10248310374e-15
9.3970048566e+14 3.10020329096e-15
9.39916734701e+14 3.09724623156e-15
9.40133378115e+14 3.09700892364e-15
9.40349826464e+14 3.09031587042e-15
9.40566374502e+14 3.08226927008e-15
9.40783022299e+14 3.08271722303e-15
9.40999474559e+14 3.07926297666e-15
9.41216321943e+14 3.07343451167e-15
9.41432973656e+14 3.0672733082e-15
9.41649725131e+14 3.06416690281e-15
9.41866576436e+14 3.05902991733e-15
9.42083527642e+14 3.05169586511e-15
9.42300578816e+14 3.04910564804e-15
9.4251743371e+14 3.04516565562e-15
9.42734684893e+14 3.04291701188e-15
9.42951739661e+14 3.03746071586e-15
9.43168894401e+14 3.03673780881e-15
9.43386149182e+14 3.03466398611e-15
9.43603207073e+14 3.03107427331e-15
9.43820662007e+14 3.02900303778e-15
9.44037919915e+14 3.02457433783e-15
9.44255277868e+14 3.02402462704e-15
9.44472735934e+14 3.02094788055e-15
9.44690294182e+14 3.01602103385e-15
9.44907654859e+14 3.01614817303e-15
9.45125413542e+14 3.0095440906e-15
9.45342974519e+14 3.00630960278e-15
9.4556063568e+14 3.00324518777e-15
9.45778397096e+14 3.00438198754e-15
9.45996258835e+14 3.00165516347e-15
9.46214220966e+14 2.99809079934e-15
9.46431984776e+14 2.99050484626e-15
9.46649848842e+14 2.98862552753e-15
9.46868112293e+14 2.98171747586e-15
9.47086177217e+14 2.97515174197e-15
9.4730404327e+14 2.97596005002e-15
9.47522309054e+14 2.97375237687e-15
9.47740375831e+14 2.96870392309e-15
9.47958842753e+14 2.96616532898e-15
9.4817711053e+14 2.96830950768e-15
9.48395478843e+14 2.9636017933e-15
9.48613647597e+14 2.95906631491e-15
9.48832217051e+14 2.95369772649e-15
9.49050586808e+14 2.94900228054e-15
9.49269357682e+14 2.94697620597e-15
9.49487928721e+14 2.94378627698e-15
9.49706600437e+14 2.94742842635e-15
9.49925372898e+14 2.95256487933e-15
9.50143945041e+14 2.94571429312e-15
9.50362919063e+14 2.94602057237e-15
9.5058169263e+14 2.94200420157e-15
9.50800566943e+14 2.94330912485e-15
9.51019542072e+14 2.9373022961e-15
9.51238618086e+14 2.93246242178e-15
9.51457493091e+14 2.93277314615e-15
9.51676770947e+14 2.92661076012e-15
9.51895847655e+14 2.92758531559e-15
9.52115025249e+14 2.93203870015e-15
9.52334303798e+14 2.92936327593e-15
9.52553683374e+14 2.92486786123e-15
9.52772861244e+14 2.92170164629e-15
9.52992442942e+14 2.92531862073e-15
9.53211822795e+14 2.92860246439e-15
9.53431303674e+14 2.92775014955e-15
9.53650885648e+14 2.93284532431e-15
9.53870568789e+14 2.93149456982e-15
9.54090353166e+14 2.93262002561e-15
9.54309935068e+14 2.9370450585e-15
9.54529618067e+14 2.93932128184e-15
9.54749402232e+14 2.93945165815e-15
9.54969287632e+14 2.94271134854e-15
9.55189274337e+14 2.94316753506e-15
9.55409057939e+14 2.94823317006e-15
9.55629247326e+14 2.95575925747e-15
9.55849233468e+14 2.95045202087e-15
9.56069320915e+14 2.95862767282e-15
9.56289509738e+14 2.96498753952e-15
9.56509800005e+14 2.96707073147e-15
9.56730191788e+14 2.97046426311e-15
9.56950379694e+14 2.96811300356e-15
9.57170668973e+14 2.96379497334e-15
9.57391059697e+14 2.95849643273e-15
9.5761185782e+14 2.96040926333e-15
9.57832145758e+14 2.96166808031e-15
9.58052841235e+14 2.95391954897e-15
9.58273332129e+14 2.94896067399e-15
9.58494230986e+14 2.94760156936e-15
9.58714925117e+14 2.94444647719e-15
9.58935414171e+14 2.94113183879e-15
9.59156311538e+14 2.93765411448e-15
9.593773107e+14 2.93401541256e-15
9.5959810457e+14 2.93315490487e-15
9.59819307389e+14 2.93261857046e-15
9.60040304774e+14 2.92751910444e-15
9.60261403952e+14 2.9269858696e-15
9.6048229727e+14 2.92303379298e-15
9.60703600101e+14 2.92038491506e-15
9.60924696931e+14 2.9118814837e-15
9.61146203698e+14 2.90582277112e-15
9.6136750432e+14 2.90074599941e-15
9.61588906872e+14 2.89681044868e-15
9.61810411427e+14 2.89304002112e-15
9.62031709337e+14 2.89219623002e-15
9.62253417963e+14 2.88210097538e-15
9.62474919802e+14 2.88272092711e-15
9.6269652364e+14 2.87928634273e-15
9.62918229548e+14 2.87115463203e-15
9.63140037595e+14 2.86383935898e-15
9.63361947852e+14 2.85636801369e-15
9.63583650679e+14 2.8563483585e-15
9.63805455572e+14 2.85066659474e-15
9.64027362602e+14 2.84644422621e-15
9.64249371839e+14 2.84174003892e-15
9.64471483355e+14 2.83687775334e-15
9.64693697219e+14 2.83234194582e-15
9.64916013503e+14 2.82635702174e-15
9.65138121565e+14 2.82215285807e-15
9.65360331902e+14 2.81601692479e-15
9.65582644584e+14 2.81472037248e-15
9.65805059683e+14 2.8100414377e-15
9.66027265984e+14 2.80472370196e-15
9.66249885984e+14 2.80085654889e-15
9.66472297041e+14 2.79554615084e-15
9.66694810511e+14 2.7904005353e-15
9.66917426464e+14 2.79152644524e-15
9.67140144971e+14 2.79120471004e-15
9.67362966104e+14 2.78606553387e-15
9.67585577642e+14 2.78285785301e-15
9.67808604093e+14 2.78350037628e-15
9.68031420804e+14 2.78029505928e-15
9.68254340136e+14 2.77580967973e-15
9.68477362161e+14 2.77485177866e-15
9.68700173937e+14 2.77805875461e-15
9.68923401414e+14 2.77821924814e-15
9.69146418497e+14 2.77166171327e-15
9.69369538267e+14 2.7755026769e-15
9.69593074383e+14 2.77422306056e-15
9.69816086153e+14 2.77374607939e-15
9.70039514412e+14 2.77454427661e-15
9.70263045641e+14 2.77342561649e-15
9.70486365748e+14 2.77358513712e-15
9.70709788679e+14 2.77741112637e-15
9.70933314506e+14 2.77932011562e-15
9.71156943299e+14 2.77708441472e-15
9.7138067513e+14 2.77628301482e-15
9.7160419518e+14 2.77500577962e-15
9.71828133155e+14 2.77627247346e-15
9.72051859201e+14 2.77642580216e-15
9.7227568828e+14 2.77991591369e-15
9.72499620463e+14 2.78006565869e-15
9.7272365582e+14 2.77703844538e-15
9.72947478662e+14 2.77830047818e-15
9.73171720438e+14 2.77813080771e-15
9.7339574955e+14 2.77970656599e-15
9.73619881831e+14 2.77985344922e-15
9.73844117353e+14 2.77889029211e-15
9.74068456186e+14 2.77618519294e-15
9.74292581768e+14 2.77190064657e-15
9.74517127293e+14 2.77331302489e-15
9.74741459418e+14 2.76729244111e-15
9.74965894848e+14 2.7657024016e-15
9.75190433655e+14 2.76869478562e-15
9.75415075911e+14 2.7664721179e-15
9.75639504175e+14 2.76156898234e-15
9.75864353395e+14 2.76660759334e-15
9.76088988475e+14 2.76375730031e-15
9.76313726997e+14 2.75885954793e-15
9.76538569032e+14 2.75648636344e-15
9.76763514652e+14 2.75631929077e-15
9.76988563928e+14 2.75583666803e-15
9.77213398396e+14 2.75315263495e-15
9.7743833637e+14 2.75534552298e-15
9.77663696751e+14 2.75187465975e-15
9.77888842099e+14 2.7498220251e-15
9.78113772045e+14 2.75138438218e-15
9.78339124759e+14 2.744779719e-15
9.78564581338e+14 2.74853611363e-15
9.78789822289e+14 2.74335039821e-15
9.79015166953e+14 2.74318497975e-15
9.79240615402e+14 2.74176531985e-15
9.79466167708e+14 2.73971962285e-15
9.79691823943e+14 2.73845766761e-15
9.79917263877e+14 2.73751074025e-15
9.80143128036e+14 2.73671842715e-15
9.80368775744e+14 2.73498978285e-15
9.80594527373e+14 2.7323243134e-15
9.80820382994e+14 2.73528312033e-15
9.8104602164e+14 2.73480561576e-15
9.81272085315e+14 2.72980067121e-15
9.81497931862e+14 2.73213185698e-15
9.81723882393e+14 2.73165385627e-15
9.81950258612e+14 2.72712214534e-15
9.82176095696e+14 2.72960628539e-15
9.82402358611e+14 2.72679225397e-15
9.82628725799e+14 2.72553606193e-15
9.82854875106e+14 2.72941476341e-15
9.83081128532e+14 2.73204528204e-15
9.83307808671e+14 2.72892104037e-15
9.8353394803e+14 2.72222990564e-15
9.83760514246e+14 2.72252869369e-15
9.83987184869e+14 2.72080897191e-15
9.84213636856e+14 2.72172863649e-15
9.84440516362e+14 2.72357503795e-15
9.84667177077e+14 2.71937691148e-15
9.84893942191e+14 2.71843461278e-15
9.85120488064e+14 2.71517172312e-15
9.85347462042e+14 2.71624230212e-15
9.85574540634e+14 2.7128252318e-15
9.85801399755e+14 2.71064911989e-15
9.86028363336e+14 2.71141041596e-15
9.8625543145e+14 2.71093439574e-15
9.86482604169e+14 2.70505401949e-15
9.86709881566e+14 2.70396233311e-15
9.86936938805e+14 2.7045693865e-15
9.87164100568e+14 2.70224550835e-15
9.87391692132e+14 2.7000752456e-15
9.87619063306e+14 2.69944832951e-15
9.87846539221e+14 2.69974496412e-15
9.88073794292e+14 2.69927274052e-15
9.88301479753e+14 2.69802916379e-15
9.88528944216e+14 2.69617261409e-15
9.88756839513e+14 2.69892579752e-15
9.88984513657e+14 2.69461094377e-15
9.89211966268e+14 2.69536803949e-15
9.89439850082e+14 2.69734961644e-15
9.89667838914e+14 2.69533995887e-15
9.89895605981e+14 2.6950197605e-15
9.90123804919e+14 2.69025254894e-15
9.90351454776e+14 2.69223296243e-15
9.9057953665e+14 2.69237143878e-15
9.90807723603e+14 2.69281503726e-15
9.9103601571e+14 2.69662298579e-15
9.91264085281e+14 2.69538225307e-15
9.91492587762e+14 2.69750254042e-15
9.91720867549e+14 2.69992734269e-15
9.91949252479e+14 2.69608831477e-15
9.92177742623e+14 2.7032413706e-15
9.92406009537e+14 2.70581195986e-15
9.92634710177e+14 2.70746259124e-15
9.92863187429e+14 2.71292313324e-15
9.93091769884e+14 2.71258849506e-15
9.93320457615e+14 2.71408065874e-15
9.93549250693e+14 2.71891919557e-15
9.93778149192e+14 2.72314385374e-15
9.94006823607e+14 2.7261490067e-15
9.94235933015e+14 2.72762872533e-15
9.94464818181e+14 2.73457748069e-15
9.94693808755e+14 2.74303756578e-15
9.9492290481e+14 2.74526561882e-15
9.9515210642e+14 2.74688386828e-15
9.95381083167e+14 2.75289942327e-15
9.95610495951e+14 2.75981621746e-15
9.95839683715e+14 2.76415192357e-15
9.9606897702e+14 2.76893708211e-15
9.9629837594e+14 2.77099228231e-15
9.96527880547e+14 2.78242537059e-15
9.9675715951e+14 2.78749718243e-15
9.96986875558e+14 2.79120113098e-15
9.97216365803e+14 2.79565809765e-15
9.97445961723e+14 2.80313052622e-15
9.97675663389e+14 2.80395325008e-15
9.97905470876e+14 2.80764111209e-15
9.98135384257e+14 2.81132468439e-15
9.98365071129e+14 2.81364914147e-15
9.98595196363e+14 2.81536598968e-15
9.98825094929e+14 2.82084738172e-15
9.99055099375e+14 2.82406478414e-15
9.99285209774e+14 2.82818112938e-15
9.99515426198e+14 2.83545113949e-15
9.99745415328e+14 2.83940821554e-15
9.99975510324e+14 2.84020529981e-15
1.00020604496e+15 2.84280113569e-15
1.00043635206e+15 2.84314375514e-15
1.00066676524e+15 2.84528577897e-15
1.00089695043e+15 2.84697687761e-15
1.00112757585e+15 2.84941318433e-15
1.00135830758e+15 2.8621856309e-15
1.00158881106e+15 2.86775807689e-15
1.00181942068e+15 2.87197712093e-15
1.00205013652e+15 2.88187761081e-15
1.00228095866e+15 2.88414004633e-15
1.00251155191e+15 2.88460740781e-15
1.00274258669e+15 2.88910614072e-15
1.00297339243e+15 2.8988294356e-15
1.00320430445e+15 2.89913734853e-15
1.00343532282e+15 2.90004095692e-15
1.0036664476e+15 2.90974303863e-15
1.00389767889e+15 2.91019182265e-15
1.00412868042e+15 2.91302552243e-15
1.00436012476e+15 2.91987539824e-15
1.00459133919e+15 2.9225513001e-15
1.00482266009e+15 2.92418211674e-15
1.00505408755e+15 2.9281904192e-15
1.00528562164e+15 2.92728778101e-15
1.00551692517e+15 2.93069663502e-15
1.00574867258e+15 2.93187136246e-15
1.00598018928e+15 2.92874038072e-15
1.00621181258e+15 2.93080544529e-15
1.00644354257e+15 2.93494435859e-15
1.00667537932e+15 2.93626147179e-15
1.00690698471e+15 2.93787480659e-15
1.00713903504e+15 2.93592863936e-15
1.00737085386e+15 2.94050000491e-15
1.00760277941e+15 2.94195837038e-15
1.0078351506e+15 2.93927057805e-15
1.00806695105e+15 2.94338969916e-15
1.00829919728e+15 2.94528528227e-15
1.00853155054e+15 2.94186023204e-15
1.00876367148e+15 2.94582202057e-15
1.00899589929e+15 2.94343307724e-15
1.00922823406e+15 2.94606097346e-15
1.00946067584e+15 2.94735847239e-15
1.00969322471e+15 2.94570621671e-15
1.00992554054e+15 2.94626622854e-15
1.01015830367e+15 2.95138741227e-15
1.01039083359e+15 2.95194242198e-15
1.01062347058e+15 2.94970089444e-15
1.01085621473e+15 2.95231288449e-15
1.0110890661e+15 2.9494834754e-15
1.01132202477e+15 2.95047530923e-15
1.0115547495e+15 2.95146728182e-15
1.01178792284e+15 2.95318926899e-15
1.01202086206e+15 2.95138982857e-15
1.01225390857e+15 2.94973774272e-15
1.01248706243e+15 2.95262987479e-15
1.01271998162e+15 2.95581340377e-15
1.01295335026e+15 2.9518158028e-15
1.01318648406e+15 2.95177483507e-15
1.0134197252e+15 2.95158666812e-15
1.01365341648e+15 2.94788617805e-15
1.01388652978e+15 2.94755392666e-15
1.01412009338e+15 2.95014099616e-15
